rs_sv_chem_l;rs_sv_tronc_l
2173892;2521
2173894;2525
2173681;6821
2174396;6821
2174443;6821
2173979;614
2174109;614
2174365;614
2173690;1223
2173691;1223
2173693;1223
2173696;1223
2173697;1223
2174354;3970
2173478;7455
2173514;1186
2173770;1186
2173506;2271
2173882;2271
2173398;2754
2173648;3833
2173693;1916
2173738;1916
2173446;13327
2173690;13327
2173693;13327
2173694;13327
2173696;13327
2173737;13327
2173690;13323
2173694;13323
2174354;3584
2174357;3584
2173634;3934
2173636;3934
2173645;4674
2173646;3308
2173648;3308
2173650;3308
2173580;3202
2173584;3202
2173560;5478
2173563;5478
2173565;5478
2173590;2807
2173546;3336
2173596;2742
2173428;4041
2173743;4041
2173590;90
2173887;1169
2173743;1026
2173478;2206
2173749;7023
2173485;13572
2174174;2844
2174177;2844
2174139;1844
2174143;1844
2174305;1844
2174440;1844
2174062;3001
2173472;3605
2173514;3605
2174184;3605
2174442;3605
2173407;11284
2174312;11284
2174313;11284
2174314;11284
2174334;1355
2173397;9432
2173491;9432
2173492;9432
2174307;9432
2174295;2819
2174304;2993
2174352;2993
2173492;4387
2173496;4387
2173397;4365
2173619;1389
2173707;1389
2173425;4042
2174177;11686
2173507;1849
2173856;1849
2174141;1849
2173520;13007
2173523;2886
2173525;2886
2173856;2886
2173850;3164
2173713;1261
2173719;26
2174409;1416
2174411;1416
2174361;4908
2174388;4908
2173380;4366
2174214;4366
2173454;2564
2174098;4218
2173803;3616
2173804;3616
2173865;2441
2173894;4282
2173892;4261
2173899;181
2173381;1145
2173797;2551
2173634;2518
2173638;2518
2173895;4277
2173894;7376
2173868;4271
2173896;4747
2173376;4309
2173532;1184
2173420;4337
2173422;4337
2173560;4337
2173562;4337
2173565;4337
2173417;1528
2173418;1528
2173420;1528
2173422;1528
2173560;1528
2173562;1528
2173565;1528
2173787;1528
2173788;1528
2173730;9061
2174045;3212
2173584;4343
2173581;4342
2173584;4342
2173454;3665
2173455;3665
2173849;1867
2173878;2140
2174045;2140
2173879;3364
2173454;774
2173618;4768
2173979;4768
2174396;4768
2174443;4768
2174105;4039
2174357;4039
2173417;4026
2173418;4026
2173420;4026
2173422;4026
2174335;4799
2174336;4891
2174318;4802
2174318;4804
2174320;4804
2174322;4804
2174235;4800
2174287;4800
2174294;4800
2174334;4807
2174323;4803
2174336;4803
2174334;4810
2174336;4064
2174288;4812
2173872;4630
2173516;4519
2173514;94
2173516;94
2173809;12
2173411;1668
2173542;1045
2173478;1461
2173479;1461
2173891;4133
2173484;25
2173534;12532
2173414;721
2173880;1289
2173616;1337
2173807;3406
2173801;3621
2173484;3971
2174100;4824
2174134;11904
2174151;11904
2174154;11904
2174396;10274
2174409;10274
2174442;10274
2174443;10274
2173900;3584
2173636;209
2173637;209
2173638;209
2173646;3989
2173633;4673
2173634;4673
2173638;4673
2173836;966
2173851;966
2173561;5478
2173562;5478
2173596;783
2173542;3336
2174296;1941
2174335;1941
2174348;1941
2173428;1026
2173742;1026
2173484;633
2173748;633
2173514;2844
2174106;2844
2174109;2844
2174183;2844
2174185;2844
2174193;2844
2174442;2844
2174102;1844
2174103;1844
2174145;1844
2173516;3605
2174063;3605
2174109;3605
2174177;3605
2174182;3605
2174183;3605
2174303;2819
2173660;9333
2173398;4365
2173455;4365
2174324;3964
2173503;2893
2173484;2198
2173485;2198
2173616;1389
2173773;2030
2173485;1733
2173521;13007
2173522;13007
2173507;2886
2174143;2886
2173550;11318
2173549;11381
2173514;1838
2173503;3831
2173507;3831
2174417;1416
2174424;1416
2174436;1416
2174237;17
2174297;14281
2173758;91
2173418;3063
2173420;3063
2173562;3729
2173805;2415
2173619;2359
2173804;1313
2174215;1937
2173680;13332
2174287;13332
2174313;13332
2173440;13290
2173680;13290
2173681;13290
2174436;9736
2173367;13169
2173856;13169
2173398;2856
2173478;2856
2173660;2856
2174214;2856
2174296;2856
2174304;2856
2174335;2856
2173826;8561
2173710;1529
2174234;1529
2174237;1529
2174268;1529
2174270;1529
2174295;1529
2174296;1529
2174303;1529
2174326;1529
2174346;1529
2173773;1073
2173605;2992
2173777;2992
2173561;4657
2173562;4657
2173563;4657
2173565;4657
2173565;1367
2173777;1367
2173563;1361
2173565;1361
2173561;521
2173562;521
2173565;521
2173777;521
2173380;688
2173647;688
2173649;688
2173650;688
2173529;1513
2173605;425
2173710;2875
2173581;2111
2173582;2111
2173584;2111
2173710;2111
2173491;2862
2173497;2862
2174298;14268
2174303;14268
2173849;1797
2173581;1362
2173582;1362
2173497;766
2173492;1154
2173616;1402
2173617;1402
2173619;1402
2173748;2021
2173808;1398
2173623;1645
2174106;1871
2174183;1871
2173610;14235
2173887;7413
2173550;550
2173810;6868
2173616;3048
2173618;3048
2173577;465
2173581;465
2173582;465
2173584;465
2173562;1411
2173565;1411
2173581;1574
2173584;1574
2173853;1574
2173562;1592
2173565;2319
2173605;3401
2174215;2906
2174216;2906
2173465;1963
2174409;1963
2174265;2124
2173879;3673
2173981;7396
2174048;7396
2174051;7396
2174143;7396
2174153;7396
2173828;6818
2173857;1703
2173858;1703
2173479;2833
2173790;1785
2173792;1785
2173793;1785
2173514;4353
2173550;422
2173414;2716
2174276;3335
2173411;564
2173412;564
2173537;564
2173852;564
2173565;620
2174446;4616
2174448;4616
2173790;1590
2173793;1590
2173719;1531
2173820;1531
2173540;1166
2173802;1462
2173690;972
2173647;2134
2173648;2134
2173649;2134
2173650;2134
2173805;2134
2173440;2725
2173681;2725
2173440;1346
2173681;1346
2173805;1420
2173868;2369
2173616;156
2174417;156
2174460;156
2174463;156
2174213;4816
2174336;4816
2174345;4816
2173616;1969
2174215;12616
2173707;1480
2174213;1480
2173891;505
2173420;1754
2173861;1754
2173832;1540
2173793;1654
2173862;1654
2173853;1596
2173479;874
2173550;493
2173719;268
2173856;268
2173412;2743
2173784;2042
2173785;2042
2173788;2042
2173849;1034
2173864;2598
2174381;2570
2173903;4481
2173776;2183
2173902;2183
2173737;1813
2173838;2028
2173853;1304
2173791;3075
2173793;3057
2173865;3207
2173596;409
2174265;2363
2174267;2363
2174456;2363
2174460;2363
2174465;2363
2174452;4618
2173829;8562
2173851;1749
2173849;1712
2173779;2053
2173805;2053
2173542;2864
2173722;2864
2173820;2864
2173857;1649
2173867;34
2173417;3481
2173407;865
2174251;8901
2173799;470
2174355;2917
2174358;2917
2174395;4921
2174428;4921
2174430;4921
2173454;2079
2173623;2079
2173504;3373
2173506;3373
2173507;3373
2173752;3373
2173623;2552
2173798;4280
2173582;1674
2173857;22
2173411;1845
2173414;1845
2173791;1845
2173792;1845
2173843;1845
2173857;1845
2173858;1845
2173859;1845
2173463;1701
2173465;84
2173857;3082
2173858;3082
2173412;336
2173584;12785
2173581;1798
2173582;1798
2173852;1798
2173562;1717
2173852;1734
2173836;6799
2173514;2190
2173516;2190
2173517;2190
2173769;2190
2173398;217
2173743;1975
2173479;1436
2173743;1436
2173546;803
2173835;967
2173851;967
2173387;3321
2173406;661
2173407;661
2174252;661
2173831;6797
2173517;1486
2173516;4167
2173530;4167
2173532;4167
2173534;4167
2174179;4167
2174182;4167
2173425;2835
2173748;2835
2173507;2205
2173795;3615
2173797;3615
2173610;2096
2173806;2413
2173866;4529
2173486;916
2173707;553
2173802;9145
2173769;2233
2173491;1388
2173522;204
2173526;204
2173472;1107
2173425;2339
2173807;2339
2173412;3592
2173414;3592
2173773;989
2173484;2733
2173486;2733
2173623;4629
2174258;4629
2174454;4629
2174458;4629
2174459;4629
2174462;4629
2173743;178
2174409;8205
2173406;2160
2173901;2160
2174365;2160
2173575;1377
2173581;1377
2173610;1377
2173710;1377
2173769;2753
2173478;2573
2174373;2457
2173422;4779
2174393;4779
2173523;3846
2173864;2014
2173492;3045
2173546;4386
2173525;222
2173520;6954
2173902;1046
2173470;2731
2173446;1087
2173533;1878
2173743;1088
2173748;549
2173484;3303
2173485;3303
2173455;2614
2173900;2614
2174357;2614
2173690;4354
2173697;4354
2173397;2172
2173454;397
2173455;397
2173701;996
2174335;199
2174348;199
2174298;14284
2174303;14284
2173861;6805
2173406;4468
2173496;4468
2173497;4468
2173596;3946
2173840;3946
2173855;4511
2173550;168
2173514;169
2173796;6907
2173798;4259
2173455;1748
2173523;31
2173853;31
2173605;1104
2173748;1191
2173749;1191
2173575;768
2173778;768
2173605;2262
2174361;1637
2174386;1637
2174395;1637
2173596;9937
2173855;572
2174048;1422
2174104;1422
2174105;1422
2173874;1212
2173861;1613
2173406;2153
2173407;2153
2173497;2153
2173764;1131
2173560;528
2173561;528
2173562;528
2173565;528
2173605;528
2173503;4518
2173478;1429
2173479;1429
2173577;1192
2173580;1192
2173581;1192
2173589;1192
2173850;2032
2173560;1364
2173565;1364
2173550;659
2173786;1722
2173787;1722
2173788;1722
2173857;6942
2173858;6942
2173776;475
2173857;6802
2173688;1049
2173690;1049
2173693;1049
2173694;1049
2173503;2275
2173507;2275
2173710;546
2173446;2047
2173902;2169
2174435;14248
2173616;2144
2173617;2144
2173650;2144
2174340;3177
2173550;263
2173616;2652
2173484;1655
2173478;246
2174364;4889
2174367;4889
2174368;4889
2173764;2230
2173743;780
2173478;2572
2173851;2058
2173835;2712
2173836;2712
2173852;2712
2173780;1539
2173690;1153
2173696;1153
2173560;3737
2173463;578
2174174;11615
2174177;11615
2174183;11615
2174185;11615
2174282;11615
2174435;11615
2174436;11615
2173527;8483
2173533;8483
2173497;2610
2173537;911
2173540;911
2173865;2492
2173852;814
2173584;856
2173455;421
2173863;563
2173722;3317
2173832;1455
2173837;2050
2173838;2050
2173776;2152
2173701;6995
2173596;1595
2173647;9865
2173648;9865
2173649;9865
2173381;2384
2173645;3134
2173649;3134
2173650;3134
2173407;567
2173503;461
2173504;461
2174341;170
2173902;488
2173418;1054
2173523;1054
2173525;1054
2173526;1054
2173861;685
2173383;2252
2173428;2824
2173887;2824
2173514;305
2173517;305
2173529;305
2173532;305
2173533;305
2173534;305
2173855;305
2174180;305
2173808;2327
2173511;6833
2173522;4475
2173523;4475
2173526;4475
2173577;147
2173837;1407
2173838;1407
2173713;2024
2173446;486
2173470;590
2173619;12529
2174109;9682
2174396;14264
2174443;14264
2173719;940
2173820;940
2173838;1793
2173422;717
2174143;3515
2173784;3505
2173789;3505
2173479;499
2173367;5342
2173468;5342
2173470;5342
2173826;5342
2173827;5342
2173863;658
2173853;1156
2173875;876
2173876;876
2173824;1144
2173825;1144
2174265;1144
2174460;1144
2174461;1144
2173691;13330
2173694;13330
2173696;13330
2173902;375
2173850;2682
2173851;1293
2173850;202
2173371;817
2173446;379
2173447;379
2173527;1015
2173749;2094
2173784;3297
2173463;1561
2173465;1561
2173540;891
2173713;1532
2173440;155
2173680;155
2173738;1812
2173874;1812
2174433;13928
2174377;2103
2174385;2103
2174435;2103
2174403;14012
2173873;2288
2173810;4154
2173796;1020
2173511;129
2173645;2416
2173648;2416
2174430;2055
2173537;792
2173575;4621
2173581;4621
2173582;4621
2173738;12326
2173478;678
2173479;678
2173540;1800
2173562;1800
2173527;200
2173530;200
2173533;200
2173534;200
2173851;200
2173852;200
2173862;941
2173786;2139
2173880;3192
2173809;1958
2173810;1958
2173836;1714
2173852;1714
2173590;1105
2173839;9733
2173503;20
2173504;20
2173507;20
2173882;20
2173417;1764
2173873;3189
2173550;3267
2173839;3267
2173790;1458
2173793;1458
2173838;1458
2173853;1458
2173537;3343
2173540;3343
2173803;3146
2173804;3146
2173420;714
2173376;933
2173635;933
2173637;933
2173742;508
2173743;508
2173530;2700
2173534;2700
2173619;2216
2173867;2146
2173757;261
2173623;3256
2173580;177
2173581;177
2174180;10468
2174184;10468
2174282;10468
2174283;10468
2173691;13306
2174146;3753
2174276;3753
2174430;3753
2173680;4072
2173560;13364
2173565;13364
2173542;6937
2173589;4561
2173691;13329
2173418;3183
2173837;3183
2173470;3014
2174135;3014
2174142;3014
2174153;3014
2174440;3014
2173516;4788
2174177;3157
2174180;3157
2174183;3157
2174193;3157
2174443;3157
2173855;4315
2173710;11672
2173988;11672
2174139;11672
2174143;11672
2174146;11672
2174154;11672
2174275;11672
2174276;11672
2174397;11672
2174287;4063
2174294;4063
2174312;4063
2173808;1187
2173484;1727
2173485;1727
2173809;4594
2173807;4590
2173809;4596
2173809;132
2173807;7491
2173810;4604
2173825;4604
2173807;4599
2173828;6971
2173825;4607
2174416;1418
2174446;2920
2174446;4612
2174452;4612
2174259;4923
2174446;4923
2174454;1457
2173575;2738
2173581;2738
2173707;320
2173560;426
2173562;426
2174176;6387
2174179;6387
2174180;6387
2174183;6387
2174193;6387
2174265;1479
2174447;1479
2174461;1479
2174417;14260
2174258;4628
2174259;4628
2174458;4628
2174459;4620
2174464;4620
2173623;2366
2173869;2366
2173870;2366
2174259;4627
2174446;4627
2174462;4627
2173380;4297
2173805;852
2173803;3130
2173804;3130
2173803;4234
2174458;951
2174464;951
2173869;3854
2173866;3852
2173867;3852
2173868;3852
2173870;4695
2173869;2400
2173871;2400
2173810;586
2173560;4388
2173561;4388
2173562;4388
2173898;4633
2173899;4633
2174276;14368
2173804;7440
2173899;4665
2173807;7608
2173896;4664
2173897;4664
2173891;6869
2174176;8343
2174177;8343
2174179;8343
2173810;3407
2173634;2786
2173635;2786
2173645;2792
2173649;2792
2173806;2411
2173743;3994
2173749;7475
2173580;8982
2173581;8982
2173584;8982
2173560;7452
2173565;7452
2173584;7433
2173575;7448
2173577;7448
2173581;7448
2173589;7448
2173577;8570
2173560;10294
2173562;10294
2173561;7328
2173580;10287
2173581;10287
2173582;10287
2173589;10287
2173484;7364
2173486;7364
2174396;7364
2174442;7364
2173840;7329
2173860;7318
2174312;14269
2173701;7312
2173701;7356
2173742;7363
2173743;7363
2173743;7471
2173748;7352
2173743;7301
2173748;7473
2173888;7478
2173888;7484
2173903;7486
2173903;7354
2173807;7361
2173807;7490
2173824;7496
2173824;7497
2173825;7497
2173864;7497
2173899;11002
2173824;7359
2173864;11026
2173725;7338
2173820;7337
2173605;7342
2174179;11608
2174180;11608
2174182;11608
2174183;11608
2174184;11608
2174282;11608
2174369;11608
2174436;11608
2173581;10284
2173380;9164
2173381;9164
2173367;11279
2173659;11279
2173660;11279
2173671;9422
2173672;9422
2173371;9752
2173961;9752
2173989;9752
2173988;9738
2174105;9738
2173371;9416
2173671;9416
2173650;9528
2173381;9399
2173672;9399
2173634;9353
2173637;9353
2173660;9353
2173896;9353
2174443;13631
2173659;9338
2173671;9412
2173674;9412
2173861;7638
2173796;8161
2173648;9881
2173650;9881
2173898;9841
2173647;10202
2173648;10202
2173649;10202
2173371;9391
2173485;9391
2173486;9391
2173675;9391
2173660;9355
2173659;9341
2173660;9341
2173897;10291
2173661;9330
2173662;9330
2173660;9336
2173674;9417
2173809;9421
2173650;9523
2173898;9523
2173671;9413
2173633;9345
2173634;9345
2173636;9345
2173660;9345
2173897;9345
2173380;9424
2173381;9424
2173491;7634
2173560;7447
2173561;7447
2173564;7447
2173577;7446
2173581;7446
2173582;7446
2173584;7446
2173561;7431
2173565;7431
2173646;10487
2173659;9343
2173376;9354
2173659;9354
2173660;9354
2173987;9354
2173659;9351
2173660;9351
2173671;9312
2173672;9312
2173810;8153
2173387;5821
2173660;9348
2173367;9322
2173398;9322
2173455;9322
2173659;9322
2173660;9322
2173661;9322
2173987;9322
2174214;9322
2174237;9322
2174296;9322
2174304;9322
2174307;9322
2173468;9853
2174135;9853
2174139;9853
2174141;9853
2174143;9853
2174145;9853
2174311;9853
2174440;9853
2173659;9337
2173660;9337
2173636;10201
2173638;10201
2173659;9362
2173660;9362
2173662;9362
2173807;9362
2173808;9362
2173674;9404
2173659;9329
2173987;9329
2173671;9409
2173674;9409
2173874;7536
2173674;9385
2173809;9385
2173810;9385
2173645;9522
2173648;9522
2173649;9522
2173671;9522
2173899;9522
2173636;9357
2173660;9340
2174275;14255
2174276;14255
2174139;11617
2174142;11617
2174361;11617
2173561;10285
2173562;10285
2173674;9415
2173671;9398
2173674;9398
2173646;10277
2173650;10277
2173671;9524
2173380;10803
2173807;10021
2173660;9344
2173659;9935
2173662;9935
2173873;8001
2173527;8481
2173529;8481
2173532;8481
2173850;8481
2173937;11268
2173660;11897
2173661;11897
2174235;11227
