rs_sv_chem_l;rs_sv_tronc_l
2173560;1781
2173565;1781
2173791;2138
2173792;2138
2173537;1459
2173540;1459
2173680;1730
2173850;1730
2173562;612
2173563;612
2173564;612
2173514;1875
2173680;13293
2173522;935
2173523;935
2173470;3000
2174104;3000
2174135;4576
2174139;4576
2174142;4576
2174143;4576
2174146;4576
2174439;4576
2173507;4513
2173561;4513
2173562;4513
2174141;4513
2174142;4513
2173790;1542
2173793;1542
2173858;1847
2173791;1868
2174053;4760
2174108;4760
2174109;4760
2174182;4760
2174192;4760
2174442;4760
2173521;3757
2173525;3757
2174141;3757
2174275;4503
2174276;4503
2174430;4503
2174153;12793
2173549;14050
2173859;1880
2173860;1880
2173688;481
2173691;481
2173694;481
2173697;481
2173522;2041
2173523;2041
2174101;1032
2174106;1032
2173829;6832
2173791;1855
2173793;1855
2173380;1375
2173517;864
2174362;1888
2173681;13292
2173463;565
2173530;7565
2173522;99
2173618;2550
2173619;2550
2174360;1562
2174361;1562
2173734;427
2174428;14280
2173549;8442
2173979;7457
2173590;1294
2173549;1159
2174215;1344
2174235;1344
2173680;1899
2173736;709
2173680;1901
2173441;218
2173887;3174
2173406;2002
2173901;2002
2173484;1510
2173485;439
2173376;2168
2173377;2168
2173809;2493
2173799;889
2174236;12611
2173484;498
2173504;6855
2173882;6855
2174341;11275
2174347;11275
2173857;479
2173809;1491
2173863;1491
2173486;541
2173719;3304
2173820;3304
2173550;1217
2173520;374
2173525;374
2173526;374
2173514;278
2173516;278
2174464;2373
2173868;2147
2173428;2666
2173491;3588
2173581;3588
2173749;3588
2173808;2757
2173899;250
2173465;583
2173496;583
2173537;2442
2173713;2902
2173903;281
2173864;11024
2173902;1010
2173765;2231
2173575;1065
2173577;1065
2173589;1065
2173623;7430
2173694;4749
2173383;482
2173397;2348
2173865;256
2173590;3878
2173484;2574
2173463;324
2173793;3507
2173440;306
2173414;1255
2173484;2834
2173486;2834
2173367;784
2173533;7502
2173743;295
2173808;537
2173863;1028
2173590;2810
2173758;2303
2173650;7296
2173802;13786
2173371;1089
2173367;1246
2173549;476
2173514;1183
2173516;1183
2173582;1158
2173989;1158
2173780;4126
2173779;1743
2173878;1743
2173511;2241
2173514;2241
2173517;2241
2173863;6891
2173864;6891
2173765;904
2174335;434
2174338;4469
2174348;4469
2173387;2300
2173850;1796
2173522;1227
2173523;1227
2173748;644
2173646;2782
2173647;2782
2173633;3798
2173635;3798
2173779;3104
2173478;2639
2173737;2125
2173376;1315
2173377;1315
2173638;1315
2173398;1905
2173523;1012
2173542;1012
2174424;14272
2173895;6862
2173899;4663
2173757;39
2173810;2321
2174236;2321
2174346;2321
2173485;1066
2173406;2155
2173407;2155
2173406;454
2173872;4293
2173478;947
2173454;3636
2173455;3636
2173748;3823
2173852;1799
2173581;675
2173584;675
2173752;7014
2173417;466
2173540;466
2173560;973
2173562;973
2173820;1720
2173856;1720
2173549;2095
2173377;2084
2173550;1092
2173829;1601
2173517;2197
2173507;2322
2174265;1597
2174447;1597
2174457;1597
2174417;226
2173901;2341
2173903;2341
2173380;2599
2173743;2599
2173530;1795
2173533;1795
2173534;1795
2173758;918
2173722;992
2173659;9323
2173562;3201
2173513;3544
2173517;3544
2173770;3544
2173561;1401
2173563;1401
2173565;1401
2173605;1401
2173777;1401
2173470;3430
2173808;2301
2174371;2450
2174355;4900
2174372;4900
2173590;2291
2174393;14011
2173577;37
2173710;37
2173506;279
2173463;959
2173722;2033
2173773;2762
2173748;2018
2173550;1348
2173638;3908
2173871;3908
2173765;3370
2173496;112
2173497;112
2173802;112
2173748;1103
2173446;13294
2173696;13294
2173863;1215
2173851;654
2173852;654
2173529;1373
2173407;635
2173455;986
2173478;211
2173503;211
2173522;329
2173454;6
2173455;6
2173496;2632
2173748;851
2173546;4322
2173773;1564
2173680;1900
2173901;594
2173748;1987
2173903;746
2173784;3510
2173785;3510
2173440;1471
2173769;72
2174357;2635
2173439;89
2173743;98
2173465;1079
2173560;1079
2173561;1079
2174109;1876
2173565;1409
2173537;749
2173540;749
2174265;636
2174424;636
2174461;636
2173710;10945
2173491;2616
2173492;2616
2174236;2616
2174304;2616
2173542;496
2173420;3072
2173422;3072
2173846;3072
2173484;383
2173748;383
2173701;7422
2173886;7422
2173468;1199
2173470;1199
2173496;280
2174450;280
2174457;280
2174460;280
2174461;280
2173367;1978
2173514;2196
2173497;624
2174359;3570
2174360;3570
2174388;3570
2173533;1242
2173534;1242
2173852;1242
2173411;4048
2173412;4048
2173610;312
2173491;4470
2173492;4470
2173710;4470
2174304;4470
2173799;420
2173863;2539
2173864;2539
2173691;11222
2173697;11222
2173623;551
2173879;964
2173454;693
2173455;693
2173371;598
2173648;1273
2173649;1273
2173650;1273
2173680;13297
2173681;13297
2173479;1213
2173425;2662
2173616;1200
2173617;1200
2173901;1200
2174362;1200
2174365;1200
2173470;1214
2173826;1214
2173542;1512
2173546;1512
2173650;2049
2173650;6893
2173616;2086
2173617;2086
2173868;14168
2173743;1454
2173864;3232
2173802;1647
2173398;2177
2173468;1157
2173809;12549
2173422;632
2173846;632
2173540;2715
2173412;2038
2173890;631
2173890;781
2173808;1957
2173590;538
2174355;538
2174372;538
2174393;538
2174397;538
2174244;8921
2173376;2085
2173635;2085
2173637;2085
2173638;2085
2173619;905
2173742;905
2174109;905
2173779;1488
2173801;7021
2173504;1005
2173903;1565
2173616;691
2173618;691
2173650;691
2173867;691
2173540;2023
2173485;4787
2173407;9662
2174216;9662
2174235;9662
2174287;9662
2174312;9662
2173371;9423
2173619;2367
2174101;1392
2174176;1392
2174179;1392
2174183;1392
2174193;1392
2173798;3642
2173381;2431
2173623;2431
2173496;2123
2173497;2123
2173580;62
2173581;62
2173584;62
2173577;3175
2174252;1257
2174368;1257
2174369;1257
2174433;1257
2173865;1382
2173742;4121
2173902;818
2173617;3253
2173773;639
2173491;793
2173492;793
2173407;455
2173540;2697
2173623;1127
2173582;12789
2173407;238
2173635;2382
2173636;2382
2173479;1546
2173796;302
2173864;2537
2173880;2748
2173784;1515
2173730;3542
2173565;12787
2173849;3060
2173752;118
2173492;790
2173891;1536
2173580;1404
2173582;1404
2173778;1404
2173465;2608
2174362;2608
2174363;2608
2174435;2608
2173795;4274
2173610;2294
2173856;1549
2173605;1414
2173796;5590
2173779;125
2173533;4473
2173534;4473
2173737;1258
2173738;1258
2173784;3295
2173785;3295
2173788;3295
2173789;3295
2173810;1149
2173784;600
2173786;600
2173787;600
2173788;600
2173789;600
2173805;4446
2173581;3706
2173785;3706
2173398;1638
2173769;14231
2173770;14231
2173849;6728
2173893;4278
2173898;4278
2173865;894
2173406;2
2173546;373
2173875;3361
2173876;3361
2173901;2629
2174362;2629
2174365;2629
2174396;2629
2173808;4654
2173791;3074
2173793;3074
2173869;11287
2173872;11287
2173694;13285
2173696;13285
2173798;3111
2173799;3111
2173800;3111
2173889;6740
2173898;3022
2173441;13302
2173681;13302
2173659;2503
2173764;2224
2173618;2623
2173619;2623
2173796;2189
2173546;1496
2173865;2495
2174287;1936
2174337;1936
2174349;1936
2173758;392
2173623;2545
2173853;2059
2173387;1641
2173507;1641
2173764;1641
2173807;1298
2173635;2065
2173820;3286
2173861;1530
2173478;807
2173795;7045
2174464;33
2173540;50
2173879;1419
2173880;1419
2173851;1602
2173852;1602
2173786;3076
2173835;2058
2174344;4917
2174215;4914
2174343;4914
2174233;233
2174303;233
2174335;233
2174340;233
2174342;233
2174344;233
2174346;233
2174102;3929
2174104;3929
2174103;4918
2174104;4918
2174391;2921
2174397;2921
2174391;2607
2174393;2607
2174430;2607
2174258;2370
2174259;2370
2174446;2370
2174459;2370
2173454;3965
2173381;4720
2173799;1726
2173781;4096
2173826;9945
2173783;4099
2173908;2802
2173491;38
2173748;38
2173749;38
2173496;2154
2173873;4341
2174045;4341
2173492;6940
2173496;4497
2173561;4497
2173565;4497
2173575;350
2173710;350
2173491;3206
2173810;4605
2173783;4091
2173829;6909
2173809;2701
2173810;2701
2173886;10682
2173807;4694
2173773;2000
2173412;4240
2173417;4047
2173542;4047
2173697;4047
2173837;4047
2174310;4047
2173710;4061
2173870;2727
2173806;3150
2173825;4420
2173824;4422
2173825;4422
2173825;7040
2173376;4308
2173377;4308
2173875;4434
2173878;12070
2173805;4462
2173376;4453
2173377;4453
2173803;4498
2173804;4498
2173380;4463
2173377;2752
2173380;4451
2173381;4451
2174267;4464
2174461;4464
2174465;4464
2173806;2402
2174267;2374
2174417;2374
2174424;2374
2173805;4459
2173806;4459
2174417;627
2174460;627
2173496;641
2173440;608
2173407;915
2174339;915
2174312;14257
2173491;143
2174214;143
2174304;143
2174303;14256
2173523;367
2173533;4474
2173522;4472
2173526;4472
2173521;3932
2173532;4521
2173534;4521
2173773;3661
2173902;1567
2173455;3514
2173743;230
2173562;3993
2173565;3993
2173707;3993
2173898;2448
2174145;10471
2174276;10471
2174430;10471
2173975;10366
2173633;2133
2173638;2133
2174282;978
2173801;742
2173514;119
2173516;119
2173517;119
2173503;1801
2173561;1801
2174142;1801
2174143;1801
2173856;1934
2173808;4602
2173514;203
2173704;6733
2173529;1792
2173533;1792
2173507;3832
2173440;1773
2173442;487
2173876;3558
2173867;2447
2173887;7424
2173647;3797
2173650;3797
2173521;1031
2173523;1031
2173853;1031
2173527;4542
2173532;4542
2173852;4542
2173520;4537
2173522;4537
2173523;4537
2173526;4537
2173527;4538
2173533;4538
2173522;4539
2173530;4313
2173852;6383
2174362;347
2174396;347
2174409;347
2173809;6835
2173584;177
2174179;10468
2174183;10468
2174185;10468
2174186;10468
2174435;10468
2174436;10468
2174142;3753
2174145;3753
2173681;4072
2173561;13364
2173562;13364
2173532;4073
2173694;13329
2173849;3163
2173417;3183
2173540;3183
2173562;3183
2173565;3183
2173853;3183
2173468;3014
2174141;3014
2174143;3014
2174292;3014
2174439;3014
2173514;4788
2173517;4788
2173472;3157
2174182;3157
2174185;3157
2174192;3157
2173856;4139
2173507;11672
2174105;11672
2174138;11672
2174145;11672
2174361;11672
2174416;11672
2173710;4577
2174369;11780
2173707;4063
2174314;4063
2173798;3525
2173707;1198
2173807;1187
2173478;1280
2173795;1280
2173810;4594
2173810;4596
2173807;4593
2173810;132
2173808;7491
2173809;4604
2173826;1834
2173827;1834
2173810;4398
2173809;4607
2173810;3704
2173824;3704
2173825;3704
2174452;2920
2173491;4367
2173491;4612
2173492;4612
2173891;11310
2174448;2342
2174454;2342
2174416;4923
2174259;1457
2174416;1457
2174446;1457
2174448;1457
2174452;1457
2174458;1457
2174258;1599
2174465;1599
2174449;3046
2174455;3046
2174459;3046
2173577;2738
2173580;2738
2173582;2738
2173584;2738
2173589;2738
2173710;2738
2173561;426
2173564;426
2174442;14285
2174443;14285
2174177;6387
2174182;6387
2174192;6387
2174267;1479
2174456;1479
2174446;4628
2174454;4628
2174455;4628
2174462;4628
2174464;4628
2174258;4620
2174416;4620
2174454;4620
2174455;4620
2174458;4620
2174258;4627
2174454;4627
2174458;4627
2173898;1003
2173896;4658
2173897;4658
2173806;4638
2173805;3122
2174258;951
2174259;951
2174446;951
2174459;951
2173894;4686
2173868;3923
2173871;3854
2173871;4695
2173870;2400
2173870;243
2173871;243
2173872;243
2173564;4388
2173896;4528
2173897;4528
2174275;14368
2173803;7440
2173897;2072
2173808;7608
2174180;8343
2174193;8343
2173798;3609
2173799;3609
2173800;3609
2173808;3998
2173809;3407
2173636;2786
2173638;7298
2173646;2792
2173804;2408
2173781;4193
2173893;10963
2173742;3994
2173748;7475
2173589;8982
2173563;7452
2173562;7452
2173564;7452
2173581;7433
2173589;7433
2173582;7448
2173584;7448
2173561;10294
2173565;10294
2173562;7328
2173584;10287
2173485;13324
2173618;7364
2173619;7364
2174443;7364
2173478;7329
2173479;7329
2174439;7329
2173858;7313
2173862;7349
2173857;7318
2173858;7318
2173859;7318
2174295;9472
2173704;7371
2173886;10283
2173891;7323
2173743;7474
2173748;7470
2173743;7467
2173749;7352
2173749;7473
2173889;11306
2173889;7479
2173808;7361
2173825;12605
2173809;7351
2173810;7351
2173865;11021
2173898;11002
2173825;7359
2173796;7350
2173523;7307
2173514;11608
2174174;11608
2174176;11608
2174192;11608
2173580;10284
2173584;10284
2173589;10284
2173707;11767
2174109;11767
2173661;11279
2173937;11279
2173674;9422
2173989;9738
2173674;9416
2173710;9416
2173662;9361
2173646;9528
2173648;9528
2173674;9399
2173671;9419
2173674;9419
2174442;13631
2173671;9403
2173478;9338
2173479;9338
2173707;9338
2173987;9338
2173376;9342
2173987;9342
2173616;8161
2173617;8161
2173618;8161
2173645;9881
2173646;9881
2173899;9881
2173671;9526
2173671;9525
2173899;11028
2173662;9346
2173671;9391
2173674;9391
2173671;9400
2173672;9400
2173674;9400
2173893;10961
2173987;10082
2173478;12046
2173479;12046
2173367;9330
2173707;9330
2173671;9417
2173671;9421
2173810;9421
2173646;9523
2173648;9523
2173649;9523
2173899;9523
2173635;9345
2173637;9345
2173497;7308
2173618;7308
2173619;7308
2173562;7447
2173563;7447
2173575;7446
2173580;7446
2173589;7446
2173616;13907
2173619;13907
2173904;7344
2173904;7436
2173805;7348
2173806;7348
2173564;7431
2173575;8982
2173671;9424
2173674;9424
2173662;9343
2173674;9381
2173381;9312
2173633;9842
2173397;9322
2173454;9322
2173491;9322
2173492;9322
2173662;9322
2174236;9322
2174295;9322
2174298;9322
2174303;9322
2173470;9853
2174142;9853
2174146;9853
2174153;9853
2174154;9853
2174292;9853
2173662;9337
2173659;9360
2173660;9360
2173897;10201
2173660;9329
2173864;9385
2173646;9522
2173647;9522
2173650;9522
2173898;9522
2173660;9357
2173899;11022
2174135;11617
2174141;11617
2174145;11617
2174153;11617
2173560;10285
2173660;9365
2173659;9364
2173660;9364
2173671;9415
2173704;10269
2173887;10269
2173371;9398
2173672;9398
2173659;9324
2173662;9324
2173659;9347
2173873;7577
2173660;9350
2173858;7732
2173671;9396
2173674;9396
2173808;10021
2173660;9935
2173636;10276
2173660;9356
2173530;8481
2173533;8481
2173534;8481
2173965;11282
2173826;8581
2174213;11245
2174215;11245
2174341;11245
2174345;11245
2173911;11261
2173671;11272
2173672;11272
2173675;11272
2173662;11897
2173961;11295
2173407;11227
2173465;11227
2173496;11227
2173743;11259
2173507;11252
2173840;11255
2173367;13172
2173937;11297
2173690;13317
2173691;13317
2173693;13317
2173696;13317
2173697;13317
2173953;11274
2173610;11230
2173725;11236
2173785;11235
2173707;11264
2173504;11243
2173513;11314
2173550;11237
2173895;228
2173890;5534
2173840;9745
2173903;7489
2173988;11965
2173688;13318
2173691;13318
2173693;13318
2173694;13318
2173697;13318
2173737;12325
2173738;12325
2174183;9854
2173584;6732
2173623;6813
2173765;10363
2173454;3454
2173455;3454
2173742;9861
2173743;9861
2173636;9842
2173638;9842
2173897;9842
2173660;9332
2173671;9420
2173672;9420
2173671;9405
2173371;9406
2173485;9406
2173486;9406
2173671;9406
2173675;9406
2173660;9358
2173671;9382
2173674;9382
2173857;7731
2173858;7731
2173752;7380
2174409;14009
2173905;3259
2173796;5481
2173617;6827
2173616;5498
2174297;4812
2174304;4812
2174310;4812
2174235;4809
2174325;4809
2174294;8507
2174305;8507
2174312;8507
2174303;2913
2174304;2913
2174320;2913
2174324;2913
2174287;4811
2174294;4811
2174305;4811
2174314;4811
2174234;2031
2174236;2031
2174237;2031
2174326;2031
2174332;2031
2174335;2031
2174213;2994
2174216;2994
2174313;2994
2174327;2994
2174333;2994
2174337;2994
2174347;2994
2174353;2994
2174330;1358
2174344;1358
2174213;1970
2174336;1970
2174234;4821
2174236;4821
2174298;4821
2174340;4821
2174269;3041
2174233;4915
2174335;4915
2174326;172
2174330;172
2174106;759
2174176;759
2174183;759
2174190;759
2174049;3624
2174053;3624
2174108;3624
2174109;3624
2174177;3624
2174051;4830
2174056;4830
2174102;4830
2174103;4830
2174105;4830
2174139;4830
2174440;4830
2174057;4823
2174107;4823
2174108;4823
2174177;4823
2174183;4823
2174189;4823
2174192;4823
2174193;4823
2173800;3999
2173527;1283
2173530;1283
2173532;1283
2173852;1283
2173463;2611
2173465;2611
2173638;10203
2173896;10203
2173504;2210
2173506;2210
2173504;3356
2173764;3356
2173899;4500
2173380;2376
2173514;1485
2173743;1485
2173479;462
2173864;697
2173484;4589
2173485;4589
2173520;424
2173526;424
2173795;3939
2174101;1984
2173371;1994
2174183;10547
2173549;1885
2173849;1885
2174357;1096
2173688;6919
2173691;6919
2173694;6919
2173696;6919
2173840;6919
2174395;6919
2173546;1534
2173902;58
2173688;3750
2173690;3750
2173691;3750
2173849;11669
2173546;593
2173523;4069
2173526;4069
2173542;4069
2173690;4069
2173694;4069
2173417;4566
2173420;4566
2174337;4916
2174347;4916
2173758;4698
2173807;4735
2173808;4735
2173881;4735
2173681;410
2173507;128
2173694;13308
2173522;1843
2173523;1843
2173507;174
2173560;7427
2173561;7427
2173565;7427
2173580;1278
2174362;3441
2173853;418
2173478;1142
2173492;822
2173874;451
2173367;1979
2173799;1979
2173560;3743
2173561;3743
2173563;3743
2173564;3743
2173504;2209
2173492;4614
2173446;1095
2173743;3984
2173371;1870
2174362;2451
2174363;2451
2174373;2451
2174409;2451
2173454;3118
2173748;7017
2173563;3587
2173564;3587
2173680;13320
2173681;13320
2173617;2612
2173619;2612
2173376;1519
2173764;3603
2173506;2222
2173381;1002
2173648;1002
2173649;1002
2173882;3655
2173522;1189
2173523;1189
2173896;220
2173397;1923
2173446;1923
2173447;1923
2174237;1923
2174348;1923
2173441;13305
2173680;13305
2173623;2737
2173764;2278
2173765;2278
2173764;3659
2173765;3659
2173770;2234
2173764;198
2173562;1168
2173560;1782
2173565;1782
2173791;6879
2174182;10470
2174283;10470
2173825;6992
2174447;4645
2174465;4645
2173381;2011
2173503;2141
2173485;9
2173690;1914
2173691;1914
2173693;1914
2173694;1914
2173367;682
2173468;682
2173470;682
2173580;7454
2173581;7454
2173582;7454
2173584;7454
2173902;3292
2173511;3522
2173514;3522
2173517;3522
2173540;1277
2173485;10602
2173514;10602
2173562;1453
2173565;1453
2173887;1
2173506;1147
2173507;1147
2173563;468
2173777;468
2173807;2490
2173808;2490
2173387;1132
2173881;2313
2173777;459
2173562;298
2174346;21
2174295;14303
2174303;14303
2173808;1055
2173881;1055
2173810;2320
2174303;2320
2174340;2320
2174342;2320
2173507;6849
2173881;158
2174343;158
2174345;158
2173610;2325
2173511;1011
2173517;1011
2173809;4592
2173503;3547
2173765;3547
2173882;3547
2173903;53
2173904;7437
2173903;596
2174456;4467
2173491;1075
2173492;1075
2173377;2734
2173616;2734
2173618;2734
2174265;4626
2174267;4626
2174447;4626
2174457;4626
2174465;4626
2173872;2073
2173617;1478
2173618;1478
2173619;1478
2173867;1478
2174258;341
2174446;341
2174462;341
2174258;4924
2174259;4924
2174416;4924
2174454;4924
2174459;4924
2174265;1221
2174447;1221
2174460;1221
2174461;1221
2174465;1221
2174416;9470
2173380;2718
2173376;2713
2173377;2713
2173635;2713
2173889;2071
2173376;215
2173377;215
2173636;215
2173637;215
2173896;4632
2173377;2383
2173803;4640
2173870;1483
2173736;3910
2173737;2401
2173866;2401
2173734;2394
2173735;2394
2173736;2394
2173870;2394
2173871;2394
2173804;4457
2173738;2404
2173806;2404
2173868;4262
2173734;2399
2173738;2405
2173805;2405
2173737;2958
2173738;2958
2173803;1765
2173805;3105
2173646;3486
2173648;3486
2173376;9953
2173987;9953
2173381;2019
2173866;315
2173867;315
2173864;2538
2173864;4233
2173865;997
2173896;5356
2173897;5356
2173867;6973
2173898;4659
2174363;4168
2174373;4168
2173414;4250
2174362;4896
2174405;8723
2173616;2711
2173617;2711
2173619;2711
2173776;2711
2174312;2711
2174313;2711
2174314;2711
2174333;2711
2174337;2711
2174353;2711
2173773;1972
2174236;1972
2174334;1972
2174335;1972
2173659;9352
2173807;9352
2173808;9352
2173674;2497
2173659;6749
2173863;987
2173864;987
2173659;2496
2173863;2496
2173674;1310
2173659;11611
2173674;2508
2173807;882
2173659;903
2173897;3241
2173896;4303
2173638;10293
2173898;11004
2173895;3328
2173893;3325
2173895;3330
2173894;3533
2173893;3329
2173893;3532
2173895;3326
2173865;77
2173623;3398
2173605;836
2173610;3625
2173796;6819
2173616;3353
2173616;1300
2173617;1300
2173618;1300
2173623;2105
2173619;754
2173866;754
2173867;3909
2173874;2566
2173649;2561
2173650;2561
2173638;1639
2174430;14273
2173465;2145
2173649;3320
2174045;3320
2173638;4019
2173802;4019
2174430;4019
2173478;512
2173479;512
2173484;19
2173486;19
2173484;81
2173688;2581
2173690;2581
2173691;2581
2173577;1922
2173582;1922
2173697;1922
2174340;491
2173776;2261
2173882;2261
2173881;2311
2173376;4531
2173865;776
2173376;2595
2173743;342
2173380;435
2173381;2600
2174358;437
2174386;437
2174393;437
2174401;437
2174428;437
2174430;437
2174367;1067
2174369;1067
2174387;1067
2173463;3442
2174396;3442
2174403;3442
2174405;3442
2174435;3442
2174436;3442
2173497;4527
2173465;613
2174396;12531
2174442;12531
2173463;680
2173617;680
2173901;680
2174365;680
2173455;2771
2174105;2771
2174354;2771
2174357;2771
2174395;14278
2173455;385
2174105;385
2174354;385
2174357;385
2174395;12538
2174439;12538
2173397;656
2174214;656
2174237;656
2173397;628
2173398;628
2173492;628
2173710;628
2174214;628
2174236;628
2174237;628
2174304;628
2173491;2628
2174439;14302
2174362;740
2174365;740
2174357;606
2174362;9786
2174396;9786
2174409;9786
2174442;9786
2174443;9786
2173616;2043
2173619;2043
2173742;695
2173618;2090
2173455;248
2174362;3877
2174365;3877
2173491;4161
2174442;14266
2173497;4159
2173748;11289
2173454;391
2173455;391
2173454;9754
2174236;9754
2174296;9754
2174303;9754
2174304;9754
2174307;9754
2173561;13333
2173564;13333
2173707;13333
2173575;540
2173584;540
2173560;2648
2173562;2648
2173564;2648
2173561;2650
2173562;2650
2173496;4381
2173619;6771
2173425;2654
2173428;2668
2173428;2670
2173425;2667
2173801;3796
2173891;3796
2174234;3178
2174236;3178
2174268;3178
2174296;3178
2174330;3178
2174334;3178
2174335;3178
2174344;3178
2173397;857
2173398;857
2173757;2029
2173881;2029
2173417;1297
2173420;1297
2173422;1297
2173875;4523
2173878;4523
2173804;2768
2174243;3181
2174384;3181
2174425;13930
2174428;13930
2173581;4512
2174377;773
2174383;773
2174385;773
2173801;2569
2173371;536
2173618;2873
2174213;4815
2174337;4815
2173562;1226
2173565;1226
2173835;1226
2173851;1226
2173852;1226
2173633;4075
2173418;3974
2173540;3974
2173380;2380
2173645;2380
2173649;2380
2174074;3169
2174186;3169
2174282;3169
2173616;2553
2173619;2553
2173376;2597
2173681;3186
2173869;885
2173871;885
2173872;885
2173412;1450
2173835;12528
2173546;4070
2173849;4565
2174173;11775
2173485;2730
2173376;2724
2173377;2724
2173478;1041
2173479;1041
2173840;1041
2174395;14262
2173749;2622
2174105;2622
2173577;2797
2173581;2797
2173589;2797
2173575;11312
2173516;11671
2173517;11671
2173707;11671
2174174;11671
2174184;11671
2174369;11671
2174409;11671
2174424;11671
2174443;11671
2174397;5760
2174439;5760
2174105;11791
2174135;11616
2174139;11616
2174141;11616
2174142;11616
2174275;11616
2174430;11616
2173809;4400
2173869;853
2173871;853
2173868;4650
2173757;231
2173758;1106
2174288;14087
2174292;14087
2174311;14087
2173921;11706
2173397;4701
2174288;4701
2174304;4701
2174311;4701
2173397;294
2173738;13360
2173446;13335
2173690;13335
2173779;838
2173832;4712
2173781;4117
2173380;3300
2173800;4027
2173645;4074
2173634;3933
2173635;3933
2173637;3933
2173701;7022
2173704;6722
2173898;4295
2173899;4295
2173422;1924
2173696;1924
2173838;1924
2173454;4123
2174439;12388
2173981;447
2174048;447
2174054;447
2174139;447
2173809;6989
2173810;6989
2173802;448
2173803;4009
2173647;4007
2173649;4007
2173865;3140
2173890;3868
2173635;1275
2173804;3843
2173805;1477
2173806;1477
2173645;673
2173646;673
2173648;673
2173780;3103
2173806;1505
2173407;3575
2173463;3575
2173497;3575
2174216;3575
2174314;3575
2174336;3575
2174174;7385
2174180;7385
2174145;12391
2174275;12391
2174074;3773
2174106;3773
2173730;2587
2173730;3172
2173778;826
2174234;4818
2174236;4818
2174270;4818
2174295;4818
2174303;4818
2174340;4818
2174344;4818
2174329;4820
2174385;2054
2173649;7299
2174360;2088
2173418;1517
2173560;1517
2173562;1517
2173837;12534
2174312;13299
2174216;1895
2174235;1895
2173874;1328
2174269;2983
2174345;2983
2174347;2983
2173565;2798
2173589;771
2174215;190
2174287;190
2174312;190
2174351;190
2173492;6789
2173497;6789
2174216;3203
2174235;3203
2174351;3203
2173853;6983
2173633;4211
2173645;3553
2173646;3553
2173446;1918
2173688;1918
2173690;1918
2173693;1918
2173697;1918
2173514;3936
2173516;3936
2173517;3936
2173722;519
2173646;9867
2173649;9867
2173650;9867
2173863;9867
2173897;10290
2174424;14254
2173635;10204
2173650;10489
2173890;544
2173618;2387
2173619;2387
2174152;12431
2174153;12431
2174182;12430
2174189;12430
2174191;12430
2173397;4145
2173455;2604
2174063;4856
2174069;4856
2174109;4856
2174176;8341
2174183;12433
2174193;12433
2173549;660
2173840;660
2173367;1930
2174075;4865
2174093;4865
2174107;4865
2174180;4865
2174182;4865
2174183;4865
2174078;4872
2174143;4872
2174145;4872
2174275;4872
2174086;4876
2174103;4876
2174146;4876
2174430;4876
2173722;3231
2173725;7500
2173722;3991
2173730;2904
2173412;2729
2173546;2729
2173581;2729
2173584;2729
2173851;2729
2173852;2729
2173504;2226
2173507;2226
2173517;2277
2173776;3602
2173902;3602
2173790;1247
2173793;1247
2173861;1677
2173380;9952
2173478;296
2173537;816
2173730;816
2173725;2004
2173523;1886
2173634;2789
2173635;2789
2173637;2789
2173645;1469
2173647;1469
2173649;1469
2173650;1469
2174435;14246
2173618;4003
2173649;4003
2173892;2530
2173892;2531
2173894;2522
2173646;4724
2173647;4724
2173649;4724
2173650;4724
2174084;4870
2174361;4870
2173546;3342
2174142;3342
2174430;14276
2174180;1140
2174187;1140
2173540;2813
2174075;4877
2174087;4877
2173542;1747
2173546;1747
2173840;3349
2174184;3339
2174187;3339
2174187;12428
2173840;9737
2173590;605
2174283;14275
2174435;14275
2174182;3344
2173616;2759
2173617;2759
2173618;2759
2174138;2759
2173504;3381
2173506;3381
2173605;3381
2173764;3381
2173875;1821
2173879;666
2173880;666
2173875;4358
2173876;4358
2173878;4358
2173880;2128
2173503;1295
2173506;1295
2173507;1295
2173764;1295
2173769;3658
2173770;3658
2173503;2681
2173504;2681
2173765;2681
2173701;6980
2173769;2248
2173507;3521
2173764;3521
2173765;3521
2173605;2273
2173513;2191
2173514;1161
2174212;3039
2173799;6905
2173881;3375
2173796;4486
2173798;2549
2173807;4670
2173865;1497
2173863;3417
2173864;811
2173865;3418
2173829;4351
2173826;6970
2173781;7397
2173801;895
2173801;3427
2173486;2575
2174409;3859
2174363;4897
2174403;4897
2173465;3248
2173581;3090
2173584;3090
2173565;3093
2173468;1719
2173455;4223
2173874;4223
2173805;4639
2173806;4639
2173590;2826
2173590;3689
2173596;2455
2174045;360
2173780;1541
2173780;969
2173885;3218
2173885;7505
2173867;1326
2173633;4507
2173647;4536
2173850;3493
2173850;3495
2173414;3975
2174083;3517
2174183;3517
2173546;6946
2173790;6883
2173787;844
2173792;88
2173794;88
2173790;3509
2173791;3509
2173788;1210
2173790;1442
2173784;3508
2173786;3508
2173787;3508
2173789;3508
2174072;3497
2174082;3497
2174090;3497
2174102;3497
2174104;3497
2174149;2037
2174083;3518
2174091;3518
2174179;3518
2174183;3518
2174185;3518
2174282;3518
2174106;2721
2174183;2721
2174188;2721
2173503;930
2173507;930
2173757;930
2173764;930
2174296;14259
2173513;3383
2173769;3383
2173770;3383
2173758;2274
2173704;7032
2173798;2067
2173425;2207
2173886;2207
2173418;1967
2173837;1967
2173896;4276
