nom|lat|lng|type|capacite|seuil
Bureau De Tabac Le Naja|44.835055|-0.573655|Centres commerciaux|2|4
Bureaux|44.83801|-0.572651|Mairies / administrations|12|3
Bureaux|44.834529|-0.575408|Mairies / administrations|3|4
Bureaux (Coque W5) - Zac Saint Jean Belcier - Lot 8.3 A|44.82194|-0.553941|Mairies / administrations|20|4
Bureaux Cae Protection Judiciaire De La Jeunesse|44.843779|-0.582865|Mairies / administrations|19|5
Bureaux Du Restaurant La Tupina|44.840832|-0.577438|Mairies / administrations|5|4
C.C. Leclerc Saint Louis : Magasin Beauty Success|44.826032|-0.577327|Centres commerciaux|76|6
C.C.Auchan Lac : Boutique Chausport|44.88067|-0.570246|Centres commerciaux|9|7
C.C.Auchan Lac : Courir|44.88067|-0.570246|Centres commerciaux|34|7
C.C.Auchan Lac : Kiabi|44.88067|-0.570246|Centres commerciaux|580|7
C.C.Auchan Lac : Kiosque À Journaux|44.88067|-0.570246|Centres commerciaux|10|7
C.C.Auchan Lac : Montre Service|44.88067|-0.570246|Centres commerciaux|3|7
C.C.Auchan Lac : The Kase|44.88067|-0.570246|Centres commerciaux|13|7
C.C.Auchan Lac: Boutique Christine Laure ( Ex Comptoir  Des|44.88067|-0.570246|Centres commerciaux|10|7
C.C.Auchan Lac: Breal|44.88067|-0.570246|Centres commerciaux|26|7
C.C.Auchan Lac: Celio|44.88067|-0.570246|Centres commerciaux|38|7
C.C.Auchan Lac: Ikks Men & Women|44.88067|-0.570246|Centres commerciaux|22|7
C.C.Auchan Lac: Promod|44.88067|-0.570246|Centres commerciaux|30|7
C.C.Auchan Lac: Tresor|44.88067|-0.570246|Centres commerciaux|9|7
C.C.Leclerc St Louis : Gold Coiffure|44.862954|-0.567368|Centres commerciaux|40|4
C.C.Les Bastides: Cabinet Dr Le Hecho|44.843955|-0.542428|Hôpitaux / cliniques|8|5
C.C.Les Bastides: Dos General|44.843955|-0.542428|Centres commerciaux|160|5
C.C.Les Bastides: Pressing Chouet A Sec|44.843955|-0.542428|Centres commerciaux|7|5
C.C.Les Bastides: Toilettage Pour Chiens|44.843955|-0.542428|Centres commerciaux|11|5
C.C.Meriadeck: Chocolat De  Neuvile|44.852604|-0.57636|Centres commerciaux|3|4
C.C.Meriadeck: Etam Lingerie|44.827499|-0.611401|Centres commerciaux|0|8
C.C.Meriadeck: H & M|44.846902|-0.595528|Centres commerciaux|418|6
C.C.Meriadeck: Kiosquephoto Cite  Ex  France Loisirs|44.852604|-0.57636|Centres commerciaux|3|4
C.C.Meriadeck: Minit Solutions|44.852604|-0.57636|Centres commerciaux|2|4
C.C.Meriadeck: Photomaton|44.862132|-0.587876|Centres commerciaux|0|6
C.C.St Christoly: Non Exploite|44.839286|-0.576552|Centres commerciaux|0|4
C.C.St Christoly: Picard|44.839286|-0.576552|Centres commerciaux|23|4
C.C.St Louis Salon De Coiffure Jean-Louis David|44.826032|-0.577327|Centres commerciaux|47|6
C.E.R.D|44.834026|-0.588362|Hôpitaux / cliniques|19|6
C.F.P.A.: Batiment B|44.84602|-0.621423|Mairies / administrations|5|8
C.F.P.A.: Batiments  K Et L|44.84602|-0.621423|Écoles / collèges / lycées|56|8
Cabinet Avocat Mayer|44.85143|-0.575381|Mairies / administrations|0|3
Cabinet Bazeilles|44.85309|-0.569678|Mairies / administrations|0|2
Cabinet Comptable Delias|44.852059|-0.588137|Mairies / administrations|17|5
Cabinet D'Architectes|44.839108|-0.570825|Mairies / administrations|5|3
Cabinet D'Avocats|44.833069|-0.567425|Mairies / administrations|3|3
Cabinet D'Avocats|44.835241|-0.575277|Mairies / administrations|3|4
Cabinet D'Avocats|44.835805|-0.582449|Mairies / administrations|10|5
Cabinet D'Avocats Ex Hotel Printania|44.834565|-0.58232|Mairies / administrations|10|5
Cabinet D'Avocats Scp Puybaraud-Levy|44.842789|-0.577315|Mairies / administrations|3|4
Cabinet D'Infirmier|44.840441|-0.555115|Mairies / administrations|2|3
Cabinet D'Osteopathie|44.840774|-0.5963|Mairies / administrations|4|6
Cabinet D'Osteopathie|44.832011|-0.587583|Mairies / administrations|2|6
Cabinet D'Ostéopathie Et Kinésithérapie|44.837699|-0.571132|Mairies / administrations|4|3
Cabinet D4Avocats|44.838667|-0.578006|Mairies / administrations|3|4
Cabinet Medical|44.856234|-0.591503|Mairies / administrations|0|6
Cabinet Medical|44.842758|-0.578196|Mairies / administrations|0|4
Cabinet Médical Bernadette Julien|44.842789|-0.577315|Mairies / administrations|0|4
Cabinet Medical Destandau|44.828807|-0.610642|Hôpitaux / cliniques|22|8
Cabinet Medical Docteur Lavocat|44.841863|-0.573198|Mairies / administrations|0|3
Cabinet Medical Dr. De Ducla|44.824458|-0.582107|Mairies / administrations|0|6
Cabinet Medical Dr. Lannot|44.853599|-0.572577|Mairies / administrations|10|3
Cabinet Medical Dr. Sampeur|44.838382|-0.611738|Mairies / administrations|0|8
Centre De Loisirs De La S.N.C.F|44.819361|-0.54454|Écoles / collèges / lycées|50|3
Centre De Naturopathie|44.83017|-0.612379|Gymnases / sports couverts|16|8
Centre De Post Cure Montalier|44.840706|-0.592432|Mairies / administrations|5|6
Centre De Sante Du Ccas Du Pers Ind El Et Gaz|44.852551|-0.576329|Hôpitaux / cliniques|45|4
Centre Departemental De L'Enfance Et De La Famille|44.842252|-0.58574|Mairies / administrations|9|5
Centre Esthetique Epilea|44.841547|-0.581741|Mairies / administrations|0|5
Centre If Formation-Conseil|44.88302|-0.560903|Écoles / collèges / lycées|40|6
Centre Medical De La Mnef|44.840168|-0.578266|Hôpitaux / cliniques|15|4
Centre Medical Et Para Medical|44.863231|-0.566573|Hôpitaux / cliniques|0|4
Centre Norauto|44.88067|-0.570246|Centres commerciaux|0|7
Centre Regional Jean Toussaint:Eclair De Fce|44.83259|-0.5434|Salles de spectacle / conférences|182|2
Centre Social Et Culturel Le Lac: Bi Cross De Bx Lac|44.872329|-0.570182|Gymnases / sports couverts|18|6
Centre Social Et Culturel Le Lac: Centre D'Animation|44.872329|-0.570182|Écoles / collèges / lycées|40|6
Ch.Ch.Perrens : Batiment 21 - Unite De Soins Aigus Pour  Adolescents|44.823625|-0.600266|Hôpitaux / cliniques|15|8
Ch.Ch.Perrens : Batiment 47 - Pole Bordeaux Sante Mentale - Centre De Gestion Medicale|44.823625|-0.600266|Mairies / administrations|32|8
Ch.Ch.Perrens Centre Consultations Special|44.823625|-0.600266|Hôpitaux / cliniques|80|8
Ch.Ch.Perrens Coqs Rouges|44.834143|-0.577175|Hôpitaux / cliniques|20|5
Ch.Ch.Perrens Nouvelle Creche|44.819701|-0.60225|Écoles / collèges / lycées|72|8
Hopital De Jour De L'Association Renovation|44.851232|-0.595561|Hôpitaux / cliniques|35|6
Hostel Des Faures|44.834765|-0.56499|Hôtels / hébergements|60|2
Hôtel - Restaurant|44.835852|-0.581982|Hôtels / hébergements|231|5
Hotel Atlantic|44.825853|-0.557767|Salles de spectacle / conférences|76|4
Hotel Bouvilia|44.839745|-0.569682|Hôtels / hébergements|40|2
Hotel Campanile Bordeaux Centre Gare St Jean|44.831357|-0.600986|Hôtels / hébergements|140|7
Hotel De Police Et Centre De Retention Administrative|44.833715|-0.593571|Mairies / administrations|76|6
Hotel Du Departement -  Immeuble Gironde|44.835364|-0.584775|Mairies / administrations|772|5
Hotel Du Palais Gallien|44.846084|-0.584123|Hôtels / hébergements|44|5
Hotel F1|44.829896|-0.542965|Hôtels / hébergements|169|2
Hotel Ibis Budget Bordeaux Centre Gare Saint Jean|44.826062|-0.55814|Hôtels / hébergements|399|4
Hôtel Konti|44.842315|-0.57866|Hôtels / hébergements|95|4
Hotel La Madeleine|44.834226|-0.574518|Hôtels / hébergements|36|4
Hôtel La Maison Du Lierre|44.844454|-0.581078|Hôtels / hébergements|36|4
Hotel Le Quebec|44.825729|-0.557384|Hôtels / hébergements|30|4
Hotel Mercure Bordeaux Le Lac|44.889074|-0.563505|Hôtels / hébergements|580|6
Hotel Renaissance Groupe Marriott (Hotel 4 Etoiles Ilot Fourriere-Bacalan)|44.863598|-0.552298|Hôtels / hébergements|1129|3
Hotel Restaurant L'Auvergnat|44.822914|-0.580239|Hôtels / hébergements|0|6
Hotel Restaurant La Boule D Or|44.83659|-0.575299|Hôtels / hébergements|20|4
Hotel Restaurant Maktoub|44.835554|-0.572056|Hôtels / hébergements|24|3
Hotel Ste Catherine|44.838388|-0.573993|Hôtels / hébergements|42|3
Hotel Victoire|44.828166|-0.574886|Hôtels / hébergements|81|5
Idel Zen|44.845122|-0.576399|Mairies / administrations|0|3
Ikea Retrait De Marchandises|44.846693|-0.579075|Centres commerciaux|56|4
Ilot Achard-Etrangers-Blanqui|44.866325|-0.552387|Salles de spectacle / conférences|0|3
Ilot Achard-Etrangers-Blanqui Locaux Artisanaux Batiment D|44.866325|-0.552387|Centres commerciaux|0|3
Ilot O - Les Cimes Armagnac|44.851792|-0.574686|Mairies / administrations|0|3
Ilot P2 Usine Lesieur : Batiment A2 - 2Commerces|44.86203|-0.554897|Centres commerciaux|13|3
Ilot P2 Usine Lesieur : Batiment C2 - Commerce|44.86203|-0.554897|Centres commerciaux|74|3
Immeuble|44.820154|-0.598235|Mairies / administrations|0|8
Immeuble  De Bureaux|44.852415|-0.615464|Mairies / administrations|0|8
Immeuble 61 Quai De Paludate : Bureaux|44.852688|-0.568053|Mairies / administrations|90|2
Immeuble : Boutique D'Optique|44.844414|-0.604934|Centres commerciaux|53|7
Immeuble Avec Local Commercial Ex Restaurant Le Cameleon|44.85798|-0.559124|Centres commerciaux|19|2
Immeuble De Bureaux|44.846347|-0.596888|Mairies / administrations|7|6
Immeuble De Bureaux|44.856188|-0.548885|Mairies / administrations|198|2
"Immeuble De Bureaux ""Vinci Promotion"""|44.888229|-0.560413|Mairies / administrations|0|6
Immeuble Du Credit Agricole D'Aquitaine|44.843715|-0.628607|Mairies / administrations|10|9
Immeuble Fenwick : Itech Formation|44.848917|-0.571315|Écoles / collèges / lycées|140|2
Immeuble Gironde Habitat|44.821321|-0.55165|Mairies / administrations|19|4
Immeuble Le Clos De La Chartreuse : Commerce 2|44.832627|-0.596803|Centres commerciaux|58|7
Immeuble Le G5 - Bureau B4|44.835091|-0.566165|Mairies / administrations|10|3
Immeuble Turquoise|44.856268|-0.590763|Mairies / administrations|0|6
Immeubles La Marjolaine : Commerce 1|44.858372|-0.574765|Centres commerciaux|94|4
Indivision Giscaro|44.843311|-0.578841|Mairies / administrations|0|4
Inseec|44.851775|-0.570419|Écoles / collèges / lycées|550|2
Inside Closet|44.840464|-0.575991|Centres commerciaux|12|4
Inst Des Metiers: Bat E|44.814167|-0.569961|Mairies / administrations|7|7
Inst Europeens De L'Environnement De Bordeaux|44.856294|-0.580474|Écoles / collèges / lycées|80|5
Institut Culturel Bernard Magrez Galerie D'Art|44.853282|-0.588664|Halls d'exposition|152|6
Institut De Beaute|44.851135|-0.577317|Mairies / administrations|10|4
Institut De Beaute  Sainte Colombe|44.837354|-0.570532|Mairies / administrations|9|3
Institut De Beaute Durou|44.836444|-0.604639|Mairies / administrations|10|7
Institut Educatif Et Pedagogique Villa Flore|44.865482|-0.622203|Écoles / collèges / lycées|12|9
Institut Médico-Pédagogique Saint Joseph|44.861822|-0.574352|Maisons de retraite / handicapés|64|5
Institut Sisley Paris|44.843291|-0.576541|Centres commerciaux|19|3
Institution Ste Monique: Bat Principal|44.834822|-0.608211|Écoles / collèges / lycées|339|8
Jack&Jones|44.836742|-0.5736|Centres commerciaux|82|4
Jacobs & Jacobs|44.841011|-0.576389|Centres commerciaux|0|4
Journée Professionnelle Aji|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Kidski|44.834052|-0.573152|Centres commerciaux|0|4
L Oeil Du Cyclone|44.838825|-0.571893|Gymnases / sports couverts|0|3
L'Atelier Boutique|44.862132|-0.587876|Centres commerciaux|0|6
L'Instant|44.852376|-0.570683|Mairies / administrations|0|2
L'Occitane En Provence|44.841058|-0.574711|Centres commerciaux|18|3
La Case - Medecins Du Monde|44.835632|-0.571343|Hôpitaux / cliniques|15|3
La Chausseria|44.839548|-0.574183|Centres commerciaux|0|3
La Galerie Bordelaise : Magasin Jott|44.841467|-0.574025|Centres commerciaux|40|3
La Nouvelle Acropole|44.841639|-0.581735|Salles de spectacle / conférences|50|5
La Panetiere Aux Saveurs D'Antan|44.853685|-0.571033|Centres commerciaux|5|3
La Pepiniere Sainte Croix|44.831794|-0.561456|Mairies / administrations|5|3
Laboratoire Bioffice|44.830756|-0.577944|Mairies / administrations|19|5
Laverie Automatique|44.834744|-0.586844|Centres commerciaux|0|6
Laverie Automatique|44.85309|-0.569678|Mairies / administrations|10|2
Laverie Automatique - Sas Gasc 33|44.853123|-0.57018|Centres commerciaux|6|2
Laverie Gasc 33|44.839901|-0.571968|Centres commerciaux|0|3
Le Cogedim Store|44.835014|-0.566773|Halls d'exposition|18|3
Le Genereux|44.838749|-0.569594|Centres commerciaux|7|2
Le Grand Alcazar Ex Le Retro|44.840149|-0.559061|Centres commerciaux|940|2
Le Marigny|44.821977|-0.594015|Centres commerciaux|0|7
Le Pain D'Emmeline|44.83377|-0.574283|Centres commerciaux|0|4
Le Petit Casino De Saint Augustin|44.832514|-0.612423|Centres commerciaux|78|8
Le Petit Casino Du Jardin Public|44.852333|-0.58096|Centres commerciaux|76|4
Magasin Clark And Smith|44.842508|-0.57612|Centres commerciaux|0|3
Magasin Clippers Dock: Hangar 27 Porte 9|44.864943|-0.559972|Centres commerciaux|16|4
Magasin D'Optique|44.841897|-0.578524|Centres commerciaux|7|4
Adecco Pme Btp|44.845841|-0.58106|Mairies / administrations|0|4
Agence Air France|44.844946|-0.577372|Mairies / administrations|31|3
Agence Aquitanis Le Petit Trianon|44.843016|-0.590765|Mairies / administrations|8|6
Agence Assurances|44.844908|-0.575909|Mairies / administrations|10|3
Agence Axa|44.860078|-0.577126|Mairies / administrations|3|5
Agence Bancaire B.C.P|44.845829|-0.577715|Mairies / administrations|19|3
Agence Bancaire Cic|44.835056|-0.575501|Mairies / administrations|8|4
Agence Bancaire Du Credit Agricole|44.85222|-0.573718|Mairies / administrations|13|3
Agence Bancaire Et Immobiliere Du Credit Agricole Thiers|44.852871|-0.539681|Centres commerciaux|16|4
Agence Bancaire Hsbc|44.844664|-0.609688|Mairies / administrations|11|8
Agence Bancaire Lcl|44.842423|-0.622533|Mairies / administrations|24|8
Agence Century 21 Ax Immo|44.853221|-0.539106|Mairies / administrations|0|4
Agence Cic  Société Bordelaise|44.849968|-0.570272|Mairies / administrations|14|2
Agence Conseil Pro Btp Alsace Lorraine|44.837884|-0.56861|Mairies / administrations|7|2
Agence Crit|44.841856|-0.575509|Mairies / administrations|6|3
Agence De La Poste|44.835816|-0.567082|Mairies / administrations|14|2
Agence Habitat Caisse D'Epargne|44.844659|-0.575568|Mairies / administrations|24|3
Agence Immobiliere|44.831908|-0.57775|Mairies / administrations|8|5
Agence Immobiliere|44.850027|-0.58606|Mairies / administrations|15|5
Agence Immobiliere Petges Et Dufranc|44.829984|-0.581488|Mairies / administrations|0|6
Agence Immobliere Petges Et Dufranc|44.843315|-0.58637|Mairies / administrations|0|5
Agence Kaufman & Broad|44.84336|-0.575735|Mairies / administrations|6|3
Agence Ociane|44.834785|-0.573068|Mairies / administrations|7|4
Agence Ociane|44.840648|-0.579598|Mairies / administrations|0|4
Agence Randstad|44.840139|-0.582022|Mairies / administrations|0|5
Agence Square Habitat|44.849642|-0.595519|Mairies / administrations|0|6
Ajp Immobilier|44.832361|-0.610205|Mairies / administrations|6|8
Alimentation  Bio (Ex Le Jacobier  Nouveau  Numero 5-20373)|44.839948|-0.572093|Centres commerciaux|13|3
All Suites Appart Hotel|44.827234|-0.563453|Hôtels / hébergements|148|4
Amenagement D'Un Bungalow Point P|44.832039|-0.600108|Centres commerciaux|63|7
Annexe Du Foyer De Jeunes Travailleurs J.Ellul|44.830395|-0.566578|Centres commerciaux|67|4
Antenne Medico Sociale Conseil Général|44.8388|-0.574874|Mairies / administrations|0|3
Apdhes Formation|44.819805|-0.6002|Écoles / collèges / lycées|80|8
Arbre De Noel Inter Ce Du 12 Au 14 Decembre 2014|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Archibald & Zoé|44.840287|-0.571388|Centres commerciaux|0|2
Archives Departementales Site Poyenne|44.857119|-0.568467|Bibliothèques / médiathèques|642|3
Assises Nationales Des Risques Naturels|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Association C.I.A.M - Ecole De Musique|44.834069|-0.569619|Salles de spectacle / conférences|155|3
Association Koryo Taekwondo Dojang|44.855459|-0.573701|Gymnases / sports couverts|15|4
Association Sport Emploi|44.829882|-0.573324|Mairies / administrations|0|5
Atelier D'Artistes (Adaec Art Cru)|44.861338|-0.561745|Salles de spectacle / conférences|20|3
Atelier Eco Solidaire|44.843603|-0.571865|Centres commerciaux|0|2
Athena Gestion|44.844051|-0.587341|Mairies / administrations|10|5
Au Pied Du Pommier|44.855733|-0.60306|Salles de spectacle / conférences|0|7
Bassins A Flot - Ilot P9D : Commerce 3|44.864943|-0.559972|Centres commerciaux|134|4
Bassins A Flot - Ilot P9D : Commerce 4|44.864943|-0.559972|Centres commerciaux|106|4
Batiment Les Escuriales : Magasin D'Audioprothese|44.831975|-0.60253|Centres commerciaux|10|7
Bibliotheque Du Grand Parc|44.857957|-0.584107|Bibliothèques / médiathèques|250|5
Bibliotheque Du Lac Ex Aubiers|44.873191|-0.57259|Bibliothèques / médiathèques|60|6
C.C.Meriadeck: La City|44.862132|-0.587876|Centres commerciaux|22|6
C.C.Meriadeck: La Generale D'Optique|44.852604|-0.57636|Centres commerciaux|70|4
C.C.Meriadeck: Le Bar A Ongles|44.839965|-0.583197|Centres commerciaux|0|5
Cabinet D'Infirmières|44.842709|-0.608667|Mairies / administrations|8|8
Cabinet D'Ophtalmologie|44.853685|-0.571033|Mairies / administrations|0|3
Cabinet D'Orthophonie Frouard|44.847481|-0.586027|Mairies / administrations|8|5
Cabinet D'Orthophoniste|44.824458|-0.582107|Mairies / administrations|0|6
Cabinet D'Osteopathie|44.856766|-0.604333|Mairies / administrations|0|7
Cabinet De Kinesitherapie|44.838426|-0.612725|Hôpitaux / cliniques|5|8
Cabinet De Kinesitherapie|44.832478|-0.609681|Mairies / administrations|6|8
Cabinet De Kinesitherapie Manele|44.85455|-0.614095|Mairies / administrations|16|8
Cabinet De Pedicure|44.838941|-0.615319|Centres commerciaux|19|8
Cabinet De Podologie|44.839003|-0.615329|Mairies / administrations|3|8
Cabinet De Psychologie|44.828048|-0.56697|Mairies / administrations|0|4
Cabinet Dentaire|44.852131|-0.613755|Mairies / administrations|0|8
Cabinet Dentaire|44.837739|-0.570592|Hôpitaux / cliniques|0|3
Cabinet Dentaire|44.853685|-0.571033|Mairies / administrations|0|3
Cabinet Dentaire Baldy Pogam|44.847897|-0.632482|Mairies / administrations|12|9
Cabinet Dentaire Bouanha|44.845719|-0.612391|Mairies / administrations|6|8
Cabinet Dentaire Dr. Hussein Abdulaziz|44.835349|-0.569921|Mairies / administrations|0|3
Cabinet Dentaire Nguyen|44.840598|-0.577781|Mairies / administrations|0|4
Cabinet Dentaire Sci Bastide Ortho|44.860468|-0.609936|Mairies / administrations|14|8
Cabinet Du Dr. Lamaurelle|44.862132|-0.587876|Mairies / administrations|0|6
Cabinet Medical Dr. Kirsch|44.832109|-0.598737|Mairies / administrations|8|7
Cabinet Medical Sallee-Cassat|44.840148|-0.571933|Mairies / administrations|0|3
Cabinet Medical Toledo|44.840461|-0.580711|Mairies / administrations|0|4
Centre Commercial Europe - Magasin De Fleurs|44.839148|-0.586408|Centres commerciaux|10|5
Centre Proxima Centauri|44.852705|-0.575133|Salles de spectacle / conférences|40|3
Centre Social Bordeaux Nord|44.860228|-0.562106|Salles de spectacle / conférences|100|3
Centre Social Et Culturel Le Lac: Ferme Enfantine|44.872329|-0.570182|Écoles / collèges / lycées|30|6
Century 21|44.851566|-0.61001|Mairies / administrations|9|8
Cfa - Institut Des Metiers De L'Artisanat De Bordeaux Lac|44.854378|-0.583872|Écoles / collèges / lycées|610|5
Ch.Ch.Perrens La Pomme Bleue|44.815998|-0.572503|Hôpitaux / cliniques|6|6
Ch.Ch.Perrens Le Bistrot|44.838473|-0.568542|Salles de spectacle / conférences|30|2
Ch.Ch.Perrens: Bat 58|44.823625|-0.600266|Hôpitaux / cliniques|356|8
Challenges 2017 In  Laparoscopy And Robotics|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Cinema Bassins A Flot : Commerce 11|44.864943|-0.559972|Centres commerciaux|78|4
Cinema Bassins A Flot : Commerce 14|44.864943|-0.559972|Centres commerciaux|120|4
Cinema Bassins A Flot : Commerce 2|44.864943|-0.559972|Centres commerciaux|100|4
Cinema Bassins A Flot : Commerce 3|44.835091|-0.566165|Centres commerciaux|76|3
Cinema Bassins A Flot : Commerce 4|44.864943|-0.559972|Centres commerciaux|217|4
College Blanqui|44.873905|-0.550478|Écoles / collèges / lycées|300|4
College Edouard Vaillant : Gymnase|44.864812|-0.56345|Gymnases / sports couverts|135|4
College St Andre : Salle De Technologie|44.853413|-0.620225|Écoles / collèges / lycées|580|8
College Ste Eulalie : Lycee Magendie|44.8292|-0.582234|Écoles / collèges / lycées|125|6
Commerce|44.834926|-0.569558|Centres commerciaux|18|3
Commerce|44.835566|-0.565448|Centres commerciaux|1|2
Commerce   C1|44.847397|-0.548607|Centres commerciaux|0|4
Commerce 03 (Coque M 5)  - Zac Saint Jean Belcier - Lot 8.3 A|44.82194|-0.553941|Centres commerciaux|19|4
Commerce 2|44.844489|-0.578114|Centres commerciaux|6|4
Commerce 2 (Coque) - Zac Saint Jean Belcier - Lot 9.11 - Ilot A|44.829974|-0.581148|Centres commerciaux|77|6
Commerce 3|44.841462|-0.560858|Centres commerciaux|196|2
Commerce C.2C - Ensemble Immobilier Brienne Ilot 5.1.C - Zac Bordeaux Saint Jean Belcier|44.821271|-0.544152|Centres commerciaux|545|3
Commerce C4 - Ilot Tauzin Bethmann|44.822416|-0.604674|Centres commerciaux|38|8
Commerce Tabac Presse|44.82501|-0.578084|Centres commerciaux|10|6
Commerces|44.84039|-0.569416|Centres commerciaux|0|2
Complexe Aquitain (Ex Magasin L'Aquitain)|44.827254|-0.557089|Salles de spectacle / conférences|230|3
Comptoir De Limoges|44.840747|-0.569569|Centres commerciaux|39|2
Conference De Presse Bordeaux Rock|44.836652|-0.581094|Mairies / administrations|30|5
Congres Aatf|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Congres D'Urologie Du 24 Au 26 Avril 2013|44.850031|-0.570868|Hôtels / hébergements|2500|2
Congres Life Cycle Management|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Convention Axa Le 11/12/2012|44.842119|-0.570945|Halls d'exposition|720|2
Cordonnerie St Michel|44.833865|-0.565563|Centres commerciaux|0|3
Cours Prives Casso Annexe|44.837569|-0.601619|Écoles / collèges / lycées|20|7
Creasud|44.839826|-0.556284|Écoles / collèges / lycées|40|2
"Creche ""Les Petites Canailles"""|44.852137|-0.568544|Écoles / collèges / lycées|30|2
Creche Albert Barraud|44.844358|-0.586794|Écoles / collèges / lycées|90|5
Creche Bordeaux Centre|44.832242|-0.5876|Écoles / collèges / lycées|15|6
Creche Eden - Art People & Baby|44.833019|-0.589451|Écoles / collèges / lycées|35|6
Creche Les Petits Chaperons Rouges|44.825979|-0.54847|Écoles / collèges / lycées|43|2
Crèche Mélodie Et Ritournelle|44.836335|-0.58167|Écoles / collèges / lycées|27|5
Credit Agricole Cauderan|44.859103|-0.623516|Mairies / administrations|11|9
Credit Mutuel Bordeaux St Jean|44.823896|-0.579252|Mairies / administrations|14|6
Décocéram|44.878551|-0.561356|Centres commerciaux|112|6
Direction Generale Des Impots|44.839055|-0.601153|Mairies / administrations|19|7
Direction Regionale De L'Insee|44.828819|-0.556877|Mairies / administrations|25|2
Distrimag|44.853995|-0.566388|Centres commerciaux|198|2
Dupaty Batiment Provisoire|44.826857|-0.590939|Écoles / collèges / lycées|0|7
E.T.P.C.A.B. (Ex Ecole Cecile Briat)|44.843144|-0.572945|Écoles / collèges / lycées|47|3
Ecole Atouts Maths|44.857041|-0.618295|Écoles / collèges / lycées|12|8
Ecole Bilingue|44.853693|-0.570749|Écoles / collèges / lycées|40|3
Ecole De Danse Asso Danse Animation Gironde - Adage|44.832335|-0.574689|Écoles / collèges / lycées|0|4
Ecole Des Familles Ex College Don Bosco Saint Projet|44.831599|-0.598089|Écoles / collèges / lycées|8|7
Ecole Elementaire Alphonse Dupeux|44.831103|-0.588539|Écoles / collèges / lycées|167|6
"Ecole Montessori L""Envol Des Papillons"""|44.861976|-0.573449|Écoles / collèges / lycées|0|5
Ecole St Ferdinand|44.864535|-0.622014|Écoles / collèges / lycées|99|9
Ecole Superieure Des Metiers De L'Image|44.848096|-0.57182|Écoles / collèges / lycées|80|2
Eden Park Ex Boutique Sia|44.841966|-0.577594|Centres commerciaux|110|4
Eglise Saint Jean De Belcier : Local Associatif|44.824204|-0.550748|Mairies / administrations|6|3
Ehpad Le Grand Bon Pasteur :Dos General|44.848423|-0.598304|Maisons de retraite / handicapés|148|6
Ehpad Les Fleurs De Gambetta|44.858032|-0.614637|Hôpitaux / cliniques|102|8
Ehpad Residence Vermeil|44.842423|-0.622533|Hôpitaux / cliniques|60|8
Elementaire Albert Schweitzer|44.862746|-0.581171|Écoles / collèges / lycées|317|6
Elementaire Nuyens|44.844342|-0.561216|Écoles / collèges / lycées|179|2
Elena Miro|44.843538|-0.57678|Centres commerciaux|0|3
English Com' Eddy|44.851618|-0.574525|Écoles / collèges / lycées|38|3
Ens St Seurin: Dos General|44.843574|-0.589158|Écoles / collèges / lycées|296|5
Ensemble Immobilier - Batiment D : Local Commercial 3|44.851891|-0.541279|Centres commerciaux|106|4
Epicerie 56|44.843523|-0.581495|Centres commerciaux|12|4
Escape Yourself|44.84698|-0.584272|Gymnases / sports couverts|60|5
Espace D'Accueil|44.847953|-0.574996|Mairies / administrations|10|3
Espace Dizabo|44.841496|-0.574011|Centres commerciaux|3|3
Espace Ds|44.885435|-0.544425|Salles de spectacle / conférences|625|3
"Espace Famille ""La Parentele"""|44.837384|-0.588572|Salles de spectacle / conférences|134|6
Espace Kine Sante Des Bassins|44.872566|-0.549986|Mairies / administrations|13|3
Espace Solidarite : Batiments 1 Et 2|44.847859|-0.543233|Salles de spectacle / conférences|166|5
Galerie Tourny|44.846757|-0.577137|Centres commerciaux|0|3
Gare Saint Jean : Boutique Baillardran|44.847898|-0.61382|Centres commerciaux|0|8
Gedimat|44.832754|-0.548279|Centres commerciaux|185|2
Gestionnaire De Biens|44.841405|-0.587519|Mairies / administrations|0|5
Ginko Ilot C2.2 Commerce Lot 6.01|44.878852|-0.570495|Centres commerciaux|1965|7
Ginko: Zac De La Berge Du Lac Local Commercial L-F.2|44.838677|-0.576652|Centres commerciaux|55|4
Goethe Institut Annexe|44.846474|-0.576292|Écoles / collèges / lycées|49|3
Gonko Commerce N°1  Ilot A 2-5 Berge Du Lac|44.822208|-0.599848|Centres commerciaux|141|8
Grand Lebrun : Batiment C - Gymnase|44.850371|-0.605994|Gymnases / sports couverts|120|7
Grand Lebrun : Batiment N Technologie|44.850371|-0.605994|Écoles / collèges / lycées|37|7
Groupe Scolaire  Barbey|44.827524|-0.563006|Écoles / collèges / lycées|375|4
Groupe Scolaire Andre Meunier Dos General|44.830196|-0.564276|Écoles / collèges / lycées|390|3
Groupe Scolaire Charles Martin|44.87444|-0.552571|Écoles / collèges / lycées|459|4
Groupe Scolaire Raymond Poincare:Maternelle|44.84953|-0.602084|Écoles / collèges / lycées|150|7
