nom|lat|lng|type|capacite|seuil
C.E.S.D.A. Richard Chapon: Batiment 1 (Aile A Et Aile B)|44.843006|-0.598178|Écoles / collèges / lycées|60|7
C.F.I.P./I.S.@.R. Ex College Ste Eulalie|44.8292|-0.582234|Écoles / collèges / lycées|0|6
C.F.I.P/I.S.@.R : Ex College Ste Eulalie|44.8292|-0.582234|Écoles / collèges / lycées|60|6
Cabinet D'Assurances|44.833937|-0.574438|Mairies / administrations|0|4
Cabinet De Kinesitherapie / Osteopathie|44.84138|-0.583893|Mairies / administrations|6|5
Cabinet De Kinesitherapie Caillaud|44.834076|-0.573868|Mairies / administrations|5|4
Cabinet De Kinesitherapie Mme Pechereau-Mr Pasquier|44.843836|-0.57744|Mairies / administrations|16|4
Cabinet De Kinesitherapie Pochet|44.877884|-0.571366|Mairies / administrations|5|7
Cabinets Medicaux Sci Gti|44.832939|-0.59307|Mairies / administrations|0|6
Café Coton|44.852807|-0.580379|Centres commerciaux|29|4
Caisse Locale Du Credit Mutuel Du Sud Ouest|44.858614|-0.56703|Mairies / administrations|12|3
Caisse Regionale De Credit Agricole Mutuel D'Aquitaine|44.846018|-0.577597|Mairies / administrations|19|3
Call Box|44.835886|-0.567704|Centres commerciaux|8|3
Carrefour City|44.829733|-0.568189|Centres commerciaux|111|4
Carrefour City|44.832743|-0.588025|Centres commerciaux|170|6
Carrefour City Ex-Semp-7J - Coccinelle|44.83103|-0.598602|Centres commerciaux|100|7
Carrefour Express|44.854409|-0.572684|Centres commerciaux|2|3
Carrefour Market Bordeaux Cauderan : Artmania|44.861159|-0.634271|Centres commerciaux|5|9
Carrefour Market Bordeaux Cauderan : Cordonnerie-Cles Minute|44.861159|-0.634271|Centres commerciaux|5|9
Carrefour Market Bordeaux Cauderan : Mondial Kebab|44.861159|-0.634271|Centres commerciaux|5|9
Cc Auchan Lac : Madame Beauté|44.835438|-0.568041|Centres commerciaux|0|3
Cc Les Passages Cmk: Boutique Numericable Lot N° 8|44.841134|-0.583628|Centres commerciaux|0|5
Centre Clients Orange|44.840653|-0.583384|Écoles / collèges / lycées|85|5
Centre Commercial Counord: Local Vide|44.856795|-0.573887|Centres commerciaux|30|4
Centre Commercial Europe Du Gd Parc : Ilot D - Crédit Lyonna|44.851748|-0.613472|Mairies / administrations|20|8
Centre Commercial Grand Parc Ilot Counord Batiment 1 : Charcuterie Mathias|44.843814|-0.585063|Centres commerciaux|0|5
Centre Commercial Grand Parc Ilot Counord Batiment 1 : Lot 1A - Pharmacie|44.862132|-0.587876|Centres commerciaux|0|6
Centre Commercial Grand Parc Ilot Counord Batiment 2 : Lot 2A|44.843766|-0.585358|Centres commerciaux|0|5
Centre Commercial Grand Parc Ilot Counord Batiment 2 : Lot 2B|44.862132|-0.587876|Centres commerciaux|11|6
Centre D'Accueil De Jour Renovation|44.830656|-0.599111|Salles de spectacle / conférences|12|7
Centre D'Animation Du Grand Parc|44.858402|-0.583867|Salles de spectacle / conférences|360|5
Centre D'Examens Sylvan Prometric|44.842817|-0.578559|Écoles / collèges / lycées|8|4
Centre De Formation De La Tresorerie|44.850876|-0.577996|Écoles / collèges / lycées|30|4
Centre De Formation Notariale Annexe|44.843856|-0.577329|Écoles / collèges / lycées|45|3
Centre De Medecine Sociale Batiment Bde|44.848855|-0.599313|Hôpitaux / cliniques|30|7
Centre De Radiologie Du Pavillon De La Mutualite|44.82658|-0.576794|Hôpitaux / cliniques|0|6
Centre De Readaptation - Foyer Croix De Seguey|44.851618|-0.589669|Hôpitaux / cliniques|0|6
Centre De Remise En Forme|44.844881|-0.582328|Gymnases / sports couverts|50|4
Centre De Remise En Forme Fitness Club|44.840542|-0.574806|Gymnases / sports couverts|90|3
Centre De Remise En Forme Le Different|44.851326|-0.5772|Gymnases / sports couverts|2|4
Centre Information Sur Les Droits Des Femmes Et Des Familles|44.84384|-0.582653|Mairies / administrations|0|4
Centre Regional Aquitain De Formation Des Taxis|44.823189|-0.554261|Écoles / collèges / lycées|19|4
Ch.Ch.Perrens Creche|44.822417|-0.601328|Écoles / collèges / lycées|53|8
Chambre Reg Des Comptes|44.84298|-0.576466|Mairies / administrations|19|3
Commerce - Les Bassins A Flots|44.852746|-0.566354|Centres commerciaux|306|2
Commerce 06 (Coque M 5) - Zac Saint Jean Belcier - Lot 8.3 A|44.82194|-0.553941|Centres commerciaux|16|4
Commerce 1|44.858433|-0.606433|Centres commerciaux|0|8
Commerce 10 Rue Cazenave|44.845845|-0.580916|Centres commerciaux|44|4
Commerce 2 (Ex: Le Jardin Des Fleurs)|44.848456|-0.597617|Centres commerciaux|27|6
Commerce C1 - Ilot Tauzin Bethmann|44.822416|-0.604674|Centres commerciaux|151|8
Commerce C3 - Ilot Tauzin Bethmann|44.822416|-0.604674|Centres commerciaux|79|8
Complexe Barbey : Dossier General|44.826781|-0.563873|Salles de spectacle / conférences|0|4
Complexe Sportif Et Bureaux|44.858289|-0.626155|Gymnases / sports couverts|106|9
Concert De Scorpions|44.83489|-0.587663|Salles de spectacle / conférences|7212|6
Concession Bmw - Mini|44.82178|-0.541889|Halls d'exposition|120|2
Congres Cfdt Retraités|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Congres Wcvd|44.872645|-0.571176|Salles de spectacle / conférences|6141|6
Construction De 40 Logements Et 3 Erp  (Dossier General)|44.85099|-0.541955|Centres commerciaux|0|4
Convention Beauty Success 9 Octobre 2013|44.856355|-0.568436|Halls d'exposition|5619|3
Convention Gmf 2014|44.856355|-0.568436|Halls d'exposition|5619|3
Cordonnerie|44.826723|-0.576655|Centres commerciaux|0|6
Cour Administrative D'Appel|44.846447|-0.577331|Mairies / administrations|88|3
Creation De 2 Magasins|44.814356|-0.572884|Centres commerciaux|39|7
Creche Babilou|44.827677|-0.592505|Écoles / collèges / lycées|0|7
Creche Cadet Rousselle|44.836965|-0.568258|Écoles / collèges / lycées|0|2
Creche D3|44.841226|-0.610131|Écoles / collèges / lycées|76|8
Creche De La Benauge,Halte-Garderie Galipette|44.846014|-0.543728|Écoles / collèges / lycées|75|5
